Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club L2A,20,19,1,84,65,15,1,4,0,0
Kowloon Cricket Club L2,20,16,4,82,66,13,3,3,0,0
Hong Kong Cricket Club L2A,20,11,9,54,43,37,3,2,0,0
Hong Kong Football Club L2C,20,7,13,33,27,52,3,2,1,0
Hong Kong Football Club L2B,20,3,17,26,23,57,1,3,0,0
Hong Kong Cricket Club L2B,20,4,16,18,15,65,3,0,0,1
