Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club M1A,v,Hong Kong Cricket Club M1B,Hong Kong Cricket Club,19:00:00,"3-0(3-0,3-1,CR)",1,02/10/2025
Hong Kong Football Club M1A,v,Hong Kong Football Club M1B,Hong Kong Football Club,19:00:00,"3-0(3-1,3-1,3-0)",1,02/10/2025
Squashathon M+,v,[BYE],,,,1,02/10/2025
Hong Kong Cricket Club M1B,v,Hong Kong Football Club M1A,Hong Kong Cricket Club,19:00:00,"1-2(1-3,3-0,CR)",2,09/10/2025
Squashathon M+,v,Hong Kong Cricket Club M1A,Masters - Cornwall Street Squash Centre,19:00:00,"0-3(0-3,0-3,2-3)",2,09/10/2025
Hong Kong Football Club M1B,v,[BYE],,,,2,09/10/2025
Hong Kong Football Club M1A,v,Squashathon M+,Hong Kong Football Club,19:00:00,"3-0(3-0,3-1,3-0)",3,16/10/2025
Hong Kong Football Club M1B,v,Hong Kong Cricket Club M1B,Hong Kong Football Club,19:00:00,"2-1(3-1,1-3,CR)",3,16/10/2025
Hong Kong Cricket Club M1A,v,[BYE],,,,3,16/10/2025
Squashathon M+,v,Hong Kong Football Club M1B,Masters - Cornwall Street Squash Centre,19:00:00,"0-3(1-3,0-3,1-3)",4,23/10/2025
Hong Kong Cricket Club M1A,v,Hong Kong Football Club M1A,Hong Kong Cricket Club,19:00:00,"1-2(3-2,0-3,0-3)",4,23/10/2025
Hong Kong Cricket Club M1B,v,[BYE],,,,4,23/10/2025
Hong Kong Football Club M1B,v,Hong Kong Cricket Club M1A,Hong Kong Football Club,19:00:00,"2-1(3-2,2-3,3-0)",5,30/10/2025
Squashathon M+,v,Hong Kong Cricket Club M1B,Masters - Cornwall Street Squash Centre,19:00:00,"2-1(1-3,CR,CR)",5,30/10/2025
Hong Kong Football Club M1A,v,[BYE],,,,5,30/10/2025
Hong Kong Cricket Club M1B,v,Hong Kong Cricket Club M1A,Hong Kong Cricket Club,19:00:00,"2-1(2-3,3-1,CR)",6,06/11/2025
