Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,18,18,0,97,79,11
Sha Tin 6,18,14,4,73,59,31
Fusion Squash Club 2,18,12,6,60,48,42
X-Alpha 5,18,9,9,52,48,41
SocGen Squash,18,7,11,51,44,46
Yuen Long District Sports Association Limited,18,7,11,48,41,49
Energy Squash Club 2,18,9,9,47,44,46
Kinetic 4,18,7,11,45,40,50
Energy Squash Club 1,18,6,12,45,40,50
Happy Squash 4,18,7,11,42,35,55
i-Mask Advance Squash Club 5,18,7,11,40,33,57
HKIS Div 13,18,5,13,32,28,61
