Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2A,18,15,3,67,52,20
Hong Kong Football Club M2B,17,15,2,64,49,19
Hong Kong Cricket Club M2A,18,8,10,39,31,41
Hong Kong Cricket Club M2B,17,7,10,39,32,36
Ladies Recreation Club M2A,17,5,12,33,29,39
Ladies Recreation Club M2B,17,2,15,14,15,53
