Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
TNG 1,17,16,1,83,69,16
Royal Hong Kong Yacht Club Div 13,17,13,4,69,56,29
Greenfield,18,12,6,69,57,33
TNG 2,17,14,3,68,57,28
North District Sports Association 2,18,10,8,58,48,42
Arctic Circle,18,9,9,56,47,43
Squashathon PLZ,17,7,10,51,44,41
Bravo D13,17,6,11,41,35,49
Vitality Squash 3,18,7,11,34,29,60
M&M Squash,17,5,12,32,29,56
Physical Chess 4,18,3,15,30,28,62
Star River 3,18,3,15,28,25,65
