Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,17,16,1,86,70,15
RELAY 2,17,13,4,75,62,23
Squash-On,18,12,6,66,54,35
Squashathon MeGa,18,8,9,50,42,45
TNG 3,18,8,10,44,38,52
Fusion Squash Club 3,18,6,12,43,37,53
i-Mask Advance Squash Club 6,18,6,12,40,34,56
Serve - Ivors,18,1,16,-2,14,72
