Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Energy Squash Club 2,HK Squash Centre,3.1666666666666665,1.2,1.9666666666666666
HKIS Div 13,HK Squash Centre,2.6666666666666665,0.75,1.9166666666666665
Energy Squash Club 1,Kwun Chung Sports Centre,2.857142857142857,1.1428571428571428,1.7142857142857144
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,2.2857142857142856,1.125,1.1607142857142856
Sha Tin 6,Cornwall Street Squash Centre,4.2,3.2222222222222223,0.9777777777777779
Kinetic 4,Pei Ho Street Sports Centre,2.8333333333333335,1.8571428571428572,0.9761904761904763
X-Alpha 5,Tai Po Sports Ground,2.888888888888889,2.0,0.8888888888888888
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,3.0,2.125,0.875
Happy Squash 4,Wai Tsuen Sports Centre,2.142857142857143,1.375,0.7678571428571428
SocGen Squash,HK Squash Centre,3.2,2.8,0.40000000000000036
Electrify Squash Div 13,HK Squash Centre,4.6,4.2,0.39999999999999947
Fusion Squash Club 2,HK Squash Centre,2.7142857142857144,2.5,0.2142857142857144
