Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Kowloon Cricket Club L1A,-33.33333333333333,33.33333333333334,66.66666666666667,22.22222222222223
Hong Kong Football Club L1,-25.0,25.0,50.0,16.666666666666664
JESSICA L1,0.0,25.0,0.0,8.333333333333336
Hong Kong Cricket Club L1,-75.0,0.0,25.0,-16.666666666666664
Kowloon Cricket Club L1B,-33.33333333333333,-33.33333333333334,-33.33333333333334,-33.33333333333333
