Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club 1B,25.0,25.0,16.666666666666657,22.22222222222222
Hong Kong Football Club 1A,0.0,25.0,25.0,16.66666666666667
Hong Kong Cricket Club 1,40.0,0.0,0.0,13.333333333333336
FWD,20.0,40.0,-20.0,13.333333333333336
Kowloon Cricket Club 1A,25.0,0.0,0.0,8.333333333333329
Kowloon Cricket Club 1B,-25.0,0.0,0.0,-8.333333333333329
