Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,87.5,87.5,100.0,62.5,75.0,82.5,40
United Services Recreation Club 2,75.0,62.5,62.5,75.0,62.5,67.5,40
Hong Kong Cricket Club 4,37.5,37.5,50.0,75.0,87.5,57.5,40
Kowloon Cricket Club 6A,75.0,75.0,50.0,62.5,25.0,57.5,40
Hong Kong Football Club 6B,75.0,50.0,37.5,50.0,37.5,50.0,40
Hong Kong Football Club 6A,12.5,50.0,75.0,50.0,37.5,45.0,40
Friend Club 3,37.5,25.0,37.5,50.0,50.0,40.0,40
Hong Kong Football Club 6C,50.0,25.0,37.5,50.0,37.5,40.0,40
Global Squash 1,12.5,37.5,25.0,25.0,87.5,37.5,40
Social Squash Team,37.5,50.0,25.0,0.0,0.0,22.5,40
