Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M3, (nan), (nan), (nan%)
Hong Kong Football Club M3A,Ng Adrian (5),Ng Adrian (2),Ng Adrian (40.0%)
Hong Kong Football Club M3B,Schultz Nikolaj (5),Schultz Nikolaj (4),Schultz Nikolaj (80.0%)
Kowloon Cricket Club M3,Bachani Vinay Suresh (5),Bachani Vinay Suresh (0),Bachani Vinay Suresh (0.0%)
Old Squash Fellows,Leung Dick Kan Fai (5),Leung Dick Kan Fai (5),Leung Dick Kan Fai (100.0%)
Royal Hong Kong Yacht Club M3,Cheng Victor Kwok Wai (5),Cheng Victor Kwok Wai (4),Cheng Victor Kwok Wai (80.0%)
Titlows Squash Team,"Au Ming Chung Sampson, Chan Raymond Tsan Fai, Lo Wai Kiu Bobby, Yung Kai Sing (5)",Au Ming Chung Sampson (3),Au Ming Chung Sampson (60.0%)
United Services Recreation Club M3,Bidal Jay (5),Bidal Jay (2),Bidal Jay (40.0%)
