Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
SocGen Squash,33.33333333333333,66.66666666666666,100.0,50.0,100.0,70.0
Energy Squash Club 1,50.0,50.0,75.0,50.0,100.0,65.0
X-Alpha 5,-33.33333333333334,50.0,100.0,66.66666666666667,100.0,56.666666666666664
Sha Tin 6,33.33333333333334,33.33333333333334,66.66666666666667,33.33333333333334,50.0,43.33333333333335
Fusion Squash Club 2,-66.66666666666667,0.0,66.66666666666666,100.0,0.0,20.0
HKIS Div 13,-75.0,-75.0,75.0,75.0,100.0,20.0
Kinetic 4,-50.0,50.0,25.0,16.66666666666667,50.0,18.333333333333336
Energy Squash Club 2,0.0,-33.33333333333334,50.0,66.66666666666666,0.0,16.666666666666664
i-Mask Advance Squash Club 5,0.0,100.0,-33.33333333333333,0.0,0.0,13.333333333333336
Yuen Long District Sports Association Limited,-75.0,-25.0,-25.0,0.0,0.0,-25.0
