Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Bolton,Masters - Harbour Road Sports Centre,3.0,0.0,3.0
SKCSC M4,Masters - Cornwall Street Squash Centre,5.0,2.1666666666666665,2.8333333333333335
Hong Kong Club Blue,The Hong Kong Club,3.0,1.25,1.75
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club,1.4285714285714286,0.0,1.4285714285714286
United Services Recreation Club M4,United Services Recreation Club,3.0,1.6666666666666667,1.3333333333333333
Hong Kong Football Club M4B,Hong Kong Football Club,3.3333333333333335,2.75,0.5833333333333335
Kowloon Cricket Club M4,Kowloon Cricket Club,2.3333333333333335,2.8,-0.46666666666666634
WAKO,Masters - Harbour Road Sports Centre,3.0,3.5,-0.5
Hong Kong Football Club M4A,Hong Kong Football Club,3.0,4.0,-1.0
Hong Kong Cricket Club M4,Hong Kong Cricket Club,1.3333333333333333,3.25,-1.9166666666666667
