Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Sea Bear,Cornwall Street Squash Centre,5.0,0.0,5.0
Winter Warriors,HK Squash Centre,3.75,0.0,3.75
Hong Kong Football Club 12A,Hong Kong Football Club,3.3333333333333335,1.0,2.3333333333333335
Hong Kong Racketlon Assoication 2,HK Squash Centre,2.3333333333333335,1.0,1.3333333333333335
Alpha CUHK,Cornwall Street Squash Centre,4.0,3.0,1.0
North District Sports Association 1,Cornwall Street Squash Centre,4.0,3.0,1.0
South China Athletic Association,HK Squash Centre,3.0,3.0,0.0
Star River 2,Cornwall Street Squash Centre,3.0,3.0,0.0
Latecomers,HK Squash Centre,0.5,1.0,-0.5
Hong Kong Football Club 12B,Hong Kong Football Club,0.0,0.6666666666666666,-0.6666666666666666
CSD Squash Team,HK Squash Centre,1.0,2.0,-1.0
ZOMA,Cornwall Street Squash Centre,1.0,2.3333333333333335,-1.3333333333333335
