Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Sha Tin Squash Rackets Club Team 3,88.23529411764706,47.05882352941176,88.23529411764706,70.58823529411765,66.66666666666666,72.15686274509804,83
Squashathon Zero,50.0,77.77777777777779,82.35294117647058,68.75,80.0,71.77614379084967,84
Fusion Squash Club 2,56.25,75.0,68.75,66.66666666666666,80.0,69.33333333333333,73
Smart Squash 1,46.666666666666664,80.0,60.0,50.0,50.0,57.33333333333333,69
Hong Kong Cricket Club 5,46.666666666666664,53.333333333333336,46.666666666666664,60.0,21.428571428571427,45.61904761904761,74
Kinetic 1,46.666666666666664,33.33333333333333,26.666666666666668,46.666666666666664,53.333333333333336,41.333333333333336,75
TNG 3,31.25,43.75,12.5,37.5,66.66666666666666,38.33333333333333,76
Friend Club 6,66.66666666666666,50.0,27.27272727272727,11.11111111111111,25.0,36.01010101010101,52
EdUHK,53.84615384615385,23.076923076923077,30.76923076923077,30.0,16.666666666666664,30.87179487179487,55
YLJR 2,17.647058823529413,11.76470588235294,41.17647058823529,35.294117647058826,15.384615384615385,24.253393665158374,81
