Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Global Squash 2,4,3,1,14,11,9,0,0,0,0
Sha Tin 5,3,3,0,14,11,4,0,0,0,0
The Squash Club 3,4,2,2,14,12,8,0,0,0,0
Kinetic 3,3,3,0,12,9,6,0,0,0,0
BOSS,2,2,0,11,9,1,0,0,0,0
Star River 1,3,1,2,8,7,8,0,0,0,0
7NT,3,1,2,8,7,8,0,0,0,0
Tuen Mun Squash Club,4,1,3,7,6,14,0,0,0,0
Invader Squash,3,1,2,6,5,10,0,0,0,0
HKCC Tuesday Night Rockers,3,0,3,4,4,11,0,0,0,0
i-Mask Advance Squash Club 4,2,0,2,4,4,6,0,0,0,0
