Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club 5A,4,4,0,19,15,5,0,0,0,0
Physical Chess 1,4,4,0,17,13,7,0,0,0,0
Hong Kong Racketlon Association 1,4,3,1,15,12,8,0,0,0,0
Uncle,4,2,2,13,11,9,0,0,0,1
Happy Squash 2,4,2,2,13,11,9,0,0,0,0
X-Alpha 2,4,2,2,12,10,10,0,0,0,0
The Squash Club 1,4,1,3,10,9,11,0,0,0,0
Hong Kong Football Club 5B,4,1,3,9,8,12,0,0,0,0
Squashathon,4,1,3,8,8,12,0,0,1,0
i-Mask Advance Squash Club 1,4,0,4,3,3,17,0,0,0,0
