Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 1A,5,3,2,13,10,5,0,0,0,0
Hong Kong Football Club 1B,5,3,2,11,8,7,0,2,0,0
Hong Kong Cricket Club D1,5,3,2,11,8,7,0,0,0,0
FWD,5,3,2,11,8,7,0,0,0,0
Hong Kong Football Club 1A,5,2,3,10,8,7,0,0,0,0
Kowloon Cricket Club 1B,5,1,4,4,3,12,2,0,0,0
