Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 4,5,5,0,28,23,2,0,0,0,0
RELAY 1,4,4,0,21,17,3,0,0,0,0
Kwai Tsing District Squash Club,4,3,1,16,13,7,0,0,0,0
United Services Recreation Club 3,5,3,2,15,12,13,0,0,0,0
Hong Kong Cricket Club D10,4,2,2,14,12,8,0,1,0,0
Thunder 2,4,2,2,14,12,8,0,0,0,0
Banbil,5,2,3,12,10,15,0,0,0,0
i-Mask Advance Squash Club 4,5,1,4,9,8,17,1,0,0,0
Squashathon Advance,4,1,3,5,4,16,0,0,0,0
Mercury,3,0,3,4,4,11,0,0,0,0
Bravo D10,3,0,3,0,0,15,0,0,0,0
