Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 1A,62.5,100.0,100.0,87.5,22
Hong Kong Cricket Club 1,85.71428571428571,57.14285714285714,57.14285714285714,66.66666666666666,21
Hong Kong Football Club 1A,57.14285714285714,42.857142857142854,57.14285714285714,52.38095238095238,21
FWD,28.57142857142857,85.71428571428571,14.285714285714285,42.857142857142854,21
Hong Kong Football Club 1B,50.0,12.5,28.57142857142857,30.357142857142858,23
Kowloon Cricket Club 1B,14.285714285714285,0.0,50.0,21.428571428571427,20
