Team,Played,Won,Lost,Points
Star River 1,20,18,2,94
Royal Hong Kong Yacht Club Div 12,20,16,4,90
Physical Chess 4,20,15,5,86
Winter Warriors,20,13,7,72
Sha Tin 5,20,13,7,68
Global Squash 2,20,11,9,64
Hong Kong Football Club 12A,20,8,12,48
Hong Kong Football Club 12B,20,8,12,45
SKCSC Div 12,20,6,14,44
CSD Squash Team,20,1,19,18
Latecomers,20,2,18,16
