Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,4,3,1,16
Kowloon Cricket Club L2B,4,4,0,15
Hong Kong Cricket Club L2,3,1,2,7
Hong Kong Football Club L2A,3,1,2,6
Kowloon Cricket Club L2A,3,1,2,6
JESSICA L2 [withdrawal],3,0,3,0
