Team,Played,Won,Lost,Points
Smart Squash 1,4,4,0,22
X-Alpha 4,4,2,2,15
TNG 1,4,2,2,12
Happy Squash 3,4,2,2,11
Vitality Squash 1,4,2,2,10
Fusion Squash Club 2,4,0,4,2
