Team,Played,Won,Lost,Points
JESSICA L4,4,4,0,17
Hong Kong Cricket Club L4,4,3,1,12
The Squash Club L4,3,2,1,10
JESSICA Mochis,3,2,1,9
Hong Kong Cricket Club Rockettes,4,2,2,8
Hong Kong Football Club L4,4,1,3,7
Hong Kong Football Club JSA,3,1,2,6
Squashathon Ladies,3,1,2,5
Kwai Tsing District Squash Club L4,4,0,4,5
