Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 2,3,3,0,15
Sha Tin 3,4,2,2,15
Physical Chess 3,3,3,0,14
Kinetic 2,4,2,2,12
Squashathon Zero,3,2,1,10
TOMCAT,4,0,4,5
LONGVIEW,3,0,3,0
