Team,Played,Won,Lost,Points
Kowloon Cricket Club 6B,4,4,0,22
Uncles,4,3,1,14
Hong Kong Football Club 6C,4,2,2,13
Kowloon Cricket Club 6A,4,2,2,13
Hong Kong Football Club 6A,4,2,2,12
Fusion Squash Club 1,4,2,2,12
Ladies Recreation Club Div 6,3,2,1,12
Hong Kong Football Club 6B,4,2,2,10
Global Squash 1,4,1,3,10
Hong Kong Cricket Club D6,4,1,3,7
Electrify Squash Div 6,3,1,2,6
X-Alpha 3,2,0,2,1
