Team,Played,Won,Lost,Points
Hong Kong Cricket Club L3,3,3,0,10
JESSICA L3,3,2,1,10
Hong Kong Football Club L3B,3,2,1,10
Hong Kong Football Club L3A,3,1,2,6
Hong Kong Football Club L3C,4,0,4,4
