Team,Played,Won,Lost,Points
Hong Kong Football Club 1B,4,3,1,11
Hong Kong Football Club 1A,4,2,2,10
Kowloon Cricket Club 1A,4,2,2,9
Hong Kong Cricket Club D1,4,2,2,7
FWD,4,2,2,7
Kowloon Cricket Club 1B,4,1,3,4
