Team,Played,Won,Lost,Points
The Squash Club 3,4,4,0,23
North District Sports Association 1,4,3,1,17
Craigengower Cricket Club,3,2,1,12
Star River 2,4,2,2,11
MM Squash,3,2,1,10
Arctic Circle,3,2,1,9
Squashathon SocGen,4,1,3,7
X-Alpha 5,4,0,4,5
Greenfield,3,0,3,2
