Team,Played,Won,Lost,Points
Hong Kong Football Club M3A,4,3,1,18
Kowloon Cricket Club M3,3,3,0,16
Hong Kong Cricket Club M3,3,2,1,11
Hong Kong Football Club M3B,3,2,1,10
Royal Hong Kong Yacht Club M3,3,1,2,8
Titlows Squash Master,4,1,3,7
OSF,4,0,4,2
