Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Friend Club,19,16,3,81,65,30
Kowloon Cricket Club 9,19,14,5,72,58,37
i-Mask Advance Squash Club 3,19,13,6,70,57,38
Centre Squash,19,10,9,58,48,47
Kwai Tsing District Squash Club,19,8,11,54,46,49
Hong Kong Football Club 9,19,8,11,53,45,50
The Best Group 2,19,5,14,38,33,62
HKPF Squash Team,19,2,17,30,28,67
