Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,19,19,0,101,82,13
Sha Tin 6,19,14,5,75,61,34
Fusion Squash Club 2,19,13,6,64,51,44
X-Alpha 5,19,10,9,57,52,42
SocGen Squash,19,8,11,57,49,46
Energy Squash Club 1,19,7,12,51,45,50
Yuen Long District Sports Association Limited,19,7,12,48,41,54
Happy Squash 4,19,8,11,47,39,56
Energy Squash Club 2,19,9,10,46,45,50
Kinetic 4,19,7,12,46,41,54
i-Mask Advance Squash Club 5,19,7,12,42,35,60
HKIS Div 13,19,5,14,32,28,66
