Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 1,83.33333333333334,83.33333333333334,50.0,50.0,100.0,73.33333333333334,29
TNG 2,71.42857142857143,85.71428571428571,83.33333333333334,83.33333333333334,40.0,72.76190476190477,31
Royal Hong Kong Yacht Club Div 13,71.42857142857143,57.14285714285714,50.0,83.33333333333334,83.33333333333334,69.04761904761907,32
Greenfield,42.857142857142854,71.42857142857143,85.71428571428571,71.42857142857143,66.66666666666666,67.61904761904762,34
Arctic Circle,83.33333333333334,50.0,16.666666666666664,16.666666666666664,83.33333333333334,50.0,30
Squashathon PLZ,57.14285714285714,100.0,57.14285714285714,16.666666666666664,16.666666666666664,49.52380952380952,33
North District Sports Association 2,0.0,28.57142857142857,57.14285714285714,71.42857142857143,57.14285714285714,42.857142857142854,35
Vitality Squash 3,33.33333333333333,33.33333333333333,33.33333333333333,40.0,66.66666666666666,41.33333333333333,26
Physical Chess 4,14.285714285714285,14.285714285714285,85.71428571428571,50.0,25.0,37.857142857142854,31
M&M Squash,57.14285714285714,14.285714285714285,14.285714285714285,42.857142857142854,42.857142857142854,34.285714285714285,35
Bravo D13,83.33333333333334,50.0,16.666666666666664,20.0,0.0,34.0,27
Star River 3,14.285714285714285,14.285714285714285,42.857142857142854,42.857142857142854,14.285714285714285,25.71428571428571,35
