Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Thunder 1,6,5,1,24,19,11,0,3,0,0
Hong Kong Football Club 7A,6,5,1,23,18,12,0,0,0,0
Physical Chess 2,5,5,0,23,18,7,0,1,0,0
Hong Kong Football Club 7B,5,3,2,19,16,9,0,1,0,0
Hong Kong Cricket Club D7B,6,3,3,17,14,16,0,1,0,0
Hong Kong Cricket Club D7A,5,3,2,16,13,12,0,1,0,0
i-Mask Advance Squash Club 1,6,2,4,15,13,17,1,0,0,0
UST,5,2,3,15,13,12,1,0,0,0
Xavier,5,1,4,11,10,15,5,0,0,0
Social Squash Team,5,1,4,10,9,16,1,0,0,0
Kinetic 1,6,0,6,7,7,23,0,1,0,0
