Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1A,5,5,0,17,12,3,0,1,0,0
Hong Kong Football Club M1B,5,3,2,11,8,7,0,1,0,0
Hong Kong Cricket Club M1A,5,2,3,11,9,6,1,1,0,0
Hong Kong Cricket Club M1B,5,1,4,6,5,10,5,1,0,0
Squashathon M+,4,1,3,3,2,10,0,2,0,0
