Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
i-Mask Advance Squash Club 5,6,6,0,30,24,6,0,0,0,0
The Zero Squash Club D11,6,4,2,25,21,9,0,0,0,0
GMDBB,5,5,0,23,18,7,0,0,0,0
Alpha CUHK,6,4,2,21,17,13,0,0,0,0
Electrify Squash Div 11,5,3,2,17,14,11,0,0,0,0
ZOMA,6,2,4,16,14,16,0,0,0,0
7NT,5,3,2,15,12,13,0,1,0,0
South China Athletic Association,5,1,4,11,10,15,0,0,0,0
Sea Bear,6,1,5,10,9,21,1,0,0,0
Tuen Mun Squash Club,5,1,4,8,7,18,0,0,0,0
Invader Squash,5,0,5,4,4,21,0,0,0,0
