Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
BOSS,The Squash Club 3,Cornwall Street Squash Centre,20,2025-04-01,2.860986098609861,3.139013901390139
Star River 1,BOSS,Cornwall Street Squash Centre,21,2025-04-08,2.8062806280628063,3.1937193719371937
The Squash Club 3,HKCC Tuesday Night Rockers,Cornwall Street Squash Centre,21,2025-04-08,3.5575557555755575,2.4424442444244425
Kinetic 3,Sha Tin 5,HK Squash Centre,21,2025-04-08,2.5428542854285427,3.4571457145714573
i-Mask Advance Squash Club 4,Global Squash 2,Cornwall Street Squash Centre,21,2025-04-08,3.0425042504250426,2.9574957495749574
7NT,Invader Squash,Cornwall Street Squash Centre,21,2025-04-08,3.3519351935193518,2.6480648064806482
Tuen Mun Squash Club,The Squash Club 3,Cornwall Street Squash Centre,22,2025-04-29,2.5832583258325834,3.4167416741674166
BOSS,Kinetic 3,Cornwall Street Squash Centre,22,2025-04-29,3.3165316531653164,2.6834683468346836
HKCC Tuesday Night Rockers,i-Mask Advance Squash Club 4,Hong Kong Cricket Club,22,2025-04-29,3.5723572357235724,2.4276427642764276
Sha Tin 5,7NT,Cornwall Street Squash Centre,22,2025-04-29,4.177417741774177,1.8225822582258226
Global Squash 2,Invader Squash,HK Squash Centre,22,2025-04-29,3.5132513251325133,2.4867486748674867
