Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNGX,Cornwall Street Squash Centre,4.25,2.0,2.25
YLJR,Cornwall Street Squash Centre,5.0,3.0,2.0
Hong Kong Cricket Club D4A,Hong Kong Cricket Club,2.25,0.75,1.5
Hong Kong Cricket Club D4B,Hong Kong Cricket Club,1.75,0.4,1.35
The Squash Club 1,Cornwall Street Squash Centre,2.3333333333333335,1.5,0.8333333333333335
Hong Kong Football Club 4A,Hong Kong Football Club,2.8,2.0,0.7999999999999998
Kowloon Cricket Club 4,Kowloon Cricket Club,3.5,3.6666666666666665,-0.16666666666666652
Hong Kong Football Club 4B,Hong Kong Football Club,1.75,2.4,-0.6499999999999999
Sha Tin 1,Cornwall Street Squash Centre,2.3333333333333335,3.0,-0.6666666666666665
X-Alpha 2,Cornwall Street Squash Centre,3.0,3.6666666666666665,-0.6666666666666665
