Team Name,Home,Average Home Score,Average Away Score,home_away_diff
GMDBB,Cornwall Street Squash Centre,3.5,1.0,2.5
Tuen Mun Squash Club,Cornwall Street Squash Centre,3.0,1.0,2.0
The Zero Squash Club D11,Cornwall Street Squash Centre,5.0,3.5,1.5
7NT,Cornwall Street Squash Centre,4.0,3.0,1.0
South China Athletic Association,HK Squash Centre,2.75,2.0,0.75
Electrify Squash Div 11,HK Squash Centre,3.0,3.0,0.0
Invader Squash,Harbour Road Sports Centre,1.0,1.25,-0.25
Sea Bear,Cornwall Street Squash Centre,2.0,2.5,-0.5
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,4.0,5.0,-1.0
ZOMA,Cornwall Street Squash Centre,0.0,1.0,-1.0
Alpha CUHK,Cornwall Street Squash Centre,2.0,4.0,-2.0
