Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 9A,8,7,1,35,0,0,0,0,28,12
Friend Club 3,7,6,1,35,0,1,0,0,29,6
The Hong Kong Jockey Club D9,7,5,2,28,0,1,0,0,23,12
Hong Kong Football Club 9B,8,4,4,25,0,0,0,0,21,19
Star River 1,8,4,4,23,0,0,0,0,19,21
Twister 2,8,3,5,20,0,0,0,0,17,23
Friend Club 2,7,2,5,16,2,0,0,0,14,21
Old School Fellows,7,2,5,15,0,0,0,0,13,22
Target,6,0,6,1,0,0,0,0,1,29
