Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Warriors 3,11,9,2,49,0,0,0,1,40,15
Mark Six,11,8,3,44,1,5,0,0,36,19
Kwai Tsing District Squash Club 2,11,7,4,43,0,3,0,5,36,19
Mad Hatters,10,7,3,39,5,0,1,5,33,17
Squashthon,10,5,5,31,0,0,0,5,26,24
KYS 1,11,4,7,29,0,2,0,0,25,30
Friend Club 5,11,0,11,6,0,1,0,0,6,49
Craigengower Cricket Club,11,3,8,1,5,0,15,0,13,42
