Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
North District Sport Association 2,9,8,1,43,0,0,0,1,35,10
TNG 4,9,7,2,34,1,1,0,0,27,18
Hong Kong Football Club 19,8,4,4,29,1,1,0,0,25,15
i-Mask Advance Squash Club 13,8,4,4,27,2,7,0,0,23,17
HEAD SHATIN 7,7,3,4,24,0,2,0,0,21,14
KYS 2,9,2,7,10,2,0,0,0,8,37
Diocesan,8,1,7,6,6,1,1,0,6,34
