Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
The Expendables,10,9,1,38,0,0,0,0,29,11
Hong Kong Football Club M1B,11,7,4,35,0,0,0,0,28,16
Hong Kong Cricket Club M1A,10,6,4,29,0,1,0,0,23,17
Hong Kong Football Club M1A,11,4,7,20,0,0,0,0,16,28
Hong Kong Club Gold,11,4,7,19,1,0,0,0,15,29
Hong Kong Cricket Club M1B,11,2,9,19,0,0,0,0,17,27
