Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
PERRIER SERGIO TACCHINI KCC 2B,6,6,0,30,0,0,0,0,24,6
Hong Kong Cricket Club 2,7,6,1,26,0,0,2,0,22,13
Hong Kong Football Club 2,6,2,4,14,0,0,0,1,12,18
PERRIER SERGIO TACCHINI KCC 2A,6,1,5,14,0,0,0,0,13,17
Young Player 2,7,1,6,10,0,0,0,1,9,26
