Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
PERRIER SERGIO TACCHINI KCC L1B,9,6,3,23,0,0,0,0,17,10
PERRIER SERGIO TACCHINI KCC L1A,9,5,4,22,0,0,0,0,17,10
Young Player L1,9,5,4,20,0,0,0,0,15,12
Hong Kong Football Club L1,8,5,3,16,0,0,0,0,11,13
Hong Kong Cricket Club L1,9,1,8,7,0,0,0,0,6,21
