Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
The Zero Squash Club D19,9,8,1,44,0,7,0,0,36,9
Vitality Squash 3,7,6,1,35,0,0,0,0,29,6
Hong Kong Cricket Club 19,7,5,2,28,1,0,0,0,23,12
Kwai Tsing District Squash Club 3,8,4,4,25,1,0,0,3,21,19
Spark 5,8,3,5,20,1,5,0,2,17,23
PERRIER SERGIO TACCHINI KCC 8,7,1,6,8,1,0,0,1,7,28
Perrier Mix,8,0,8,-4,8,0,6,0,2,38
