Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Kwai Tsing District Squash Club 1,9,7,2,40,0,1,0,3,33,12
PSC 1,8,7,1,36,0,6,0,0,29,11
Twister 3,9,6,3,36,3,0,0,0,30,15
The Squash Club,9,6,3,34,5,3,0,0,28,17
i-Mask Advance Squash Club 9,8,6,2,31,0,2,0,0,25,15
Vitality Squash 2,10,4,6,26,1,0,0,0,22,28
Visions,8,2,6,16,0,0,0,0,14,26
Relay 1,9,1,8,7,3,0,0,0,6,39
Kinetic 3,8,0,8,5,0,0,3,0,8,32
