Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
The Zero Squash Club D17,11,10,1,50,0,1,0,3,40,15
Hong Kong Cricket Club 17,11,9,2,49,1,15,0,3,40,15
HEAD SHATIN 5,11,9,2,43,0,2,0,2,34,21
i-Mask Advance Squash Club 11,11,5,6,39,6,0,0,1,34,21
Kinetic 6,11,4,7,24,0,3,0,0,20,35
Spaghetti,11,4,7,21,9,0,8,0,25,30
Smart Squash 3,11,3,8,21,5,4,0,0,18,37
PLZ,11,0,11,8,5,1,1,0,9,46
