Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Latecomers,v,CSD Squash Team,HK Squash Centre,19:00:00,"3-2(2-3,0-3,CR,CR,CR)",1,08/10/2025
Global Squash 2,v,Royal Hong Kong Yacht Club Div 12,HK Squash Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,0-3)",1,08/10/2025
SKCSC Div 12,v,Physical Chess 4,Cornwall Street Squash Centre,19:00:00,"0-5(0-3,0-3,0-3,1-3,0-3)",1,08/10/2025
Star River 1,v,Sha Tin 5,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,3-0,3-0,3-1,2-3)",1,08/10/2025
Hong Kong Football Club 12A,v,Hong Kong Football Club 12B,Hong Kong Football Club,19:00:00,"1-4(0-3,2-3,3-1,1-3,0-3)",1,08/10/2025
Winter Warriors,v,[BYE],,,,1,08/10/2025
Physical Chess 4,v,Star River 1,Harbour Road Sports Centre,19:00:00,"1-4(0-3,0-3,2-3,0-3,3-0)",2,15/10/2025
Hong Kong Football Club 12B,v,SKCSC Div 12,Hong Kong Football Club,19:00:00,"3-2(3-2,1-3,3-1,3-0,0-3)",2,15/10/2025
Royal Hong Kong Yacht Club Div 12,v,Hong Kong Football Club 12A,Royal Hong Kong Yacht Club,19:00:00,"4-1(3-0,3-0,3-0,2-3,3-2)",2,15/10/2025
CSD Squash Team,v,Global Squash 2,HK Squash Centre,19:00:00,"2-3(3-0,3-0,0-3,0-3,0-3)",2,15/10/2025
Winter Warriors,v,Latecomers,HK Squash Centre,19:00:00,"3-2(0-3,3-0,3-0,1-3,CR)",2,15/10/2025
Sha Tin 5,v,[BYE],,,,2,15/10/2025
Global Squash 2,v,Winter Warriors,Harbour Road Sports Centre,19:00:00,"2-3(2-3,3-0,0-3,3-2,0-3)",3,22/10/2025
Hong Kong Football Club 12A,v,CSD Squash Team,Hong Kong Football Club,19:00:00,"4-1(1-3,3-0,CR,CR,CR)",3,22/10/2025
SKCSC Div 12,v,Royal Hong Kong Yacht Club Div 12,Cornwall Street Squash Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,0-3)",3,22/10/2025
Star River 1,v,Hong Kong Football Club 12B,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,3-0,3-1,3-0,1-3)",3,22/10/2025
