Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Social Squash Team,v,i-Mask Advance Squash Club 1,HK Squash Centre,19:00:00,"3-2(1-3,1-3,3-2,3-1,3-0)",1,08/10/2025
Thunder 1,v,Xavier,Cornwall Street Squash Centre,19:00:00,"3-2(1-3,3-2,3-0,0-3,CR)",1,08/10/2025
Kinetic 1,v,Physical Chess 2,HK Squash Centre,19:00:00,"1-4(1-3,0-3,0-3,0-3,3-0)",1,08/10/2025
Hong Kong Cricket Club D7A,v,Hong Kong Cricket Club D7B,Hong Kong Cricket Club,19:00:00,"2-3(3-1,1-3,3-2,0-3,2-3)",1,08/10/2025
Hong Kong Football Club 7A,v,Hong Kong Football Club 7B,Hong Kong Football Club,19:00:00,"3-2(3-0,1-3,1-3,3-2,3-0)",1,08/10/2025
UST,v,[BYE],,,,1,08/10/2025
Xavier,v,Kinetic 1,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,3-0,3-1,3-0,CR)",2,15/10/2025
Hong Kong Football Club 7B,v,Thunder 1,Hong Kong Football Club,19:00:00,"4-1(2-3,3-0,3-2,3-1,3-0)",2,15/10/2025
Hong Kong Football Club 7A,v,Hong Kong Cricket Club D7B,Hong Kong Football Club,19:00:00,"4-1(3-0,3-1,1-3,3-1,3-0)",2,15/10/2025
Hong Kong Cricket Club D7A,v,i-Mask Advance Squash Club 1,HK Squash Centre,19:00:00,"3-2(3-1,1-3,3-0,3-2,2-3)",2,15/10/2025
UST,v,Social Squash Team,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,3-0,1-3,3-0,0-3)",2,15/10/2025
Physical Chess 2,v,[BYE],,,,2,15/10/2025
Hong Kong Cricket Club D7A,v,UST,Hong Kong Cricket Club,19:00:00,"3-2(2-3,2-3,3-0,3-1,CR)",3,22/10/2025
Hong Kong Football Club 7A,v,i-Mask Advance Squash Club 1,Hong Kong Football Club,19:00:00,"1-4(1-3,0-3,3-2,0-3,1-3)",3,22/10/2025
Thunder 1,v,Hong Kong Cricket Club D7B,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,3-2,3-1,2-3,0-3)",3,22/10/2025
Kinetic 1,v,Hong Kong Football Club 7B,HK Squash Centre,19:00:00,"1-4(0-3,0-3,0-3,1-3,3-0)",3,22/10/2025
Physical Chess 2,v,Xavier,Cornwall Street Squash Centre,19:00:00,"3-2(1-3,3-0,3-0,0-3,CR)",3,22/10/2025
Social Squash Team,v,[BYE],,,,3,22/10/2025
Hong Kong Football Club 7B,v,Physical Chess 2,Hong Kong Football Club,19:00:00,"2-3(3-0,3-1,0-3,0-3,1-3)",4,05/11/2025
