Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Kowloon Cricket Club L1B,0.0,100.0,50.0,50.0
JESSICA L1,8.333333333333343,75.0,50.0,44.44444444444446
Hong Kong Football Club L1,0.0,100.0,25.0,41.666666666666664
Hong Kong Cricket Club L1,0.0,50.0,0.0,16.666666666666668
Kowloon Cricket Club L1A,-16.666666666666657,33.33333333333334,0.0,5.555555555555557
