Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Football Club 6B,16.66666666666667,-16.666666666666657,66.66666666666667,33.33333333333334,16.66666666666667,23.333333333333336
Hong Kong Football Club 6C,33.33333333333334,50.0,50.0,0.0,-16.666666666666657,23.333333333333336
Electrify Squash Div 6,0.0,-41.66666666666667,0.0,50.0,100.0,21.666666666666668
Kowloon Cricket Club 6A,0.0,0.0,0.0,0.0,50.0,9.999999999999993
Global Squash 1,20.0,-40.0,80.0,-80.0,40.0,4.0
Fusion Squash Club 1,-66.66666666666667,0.0,33.33333333333334,66.66666666666667,-33.33333333333333,0.0
Hong Kong Cricket Club D6,33.33333333333333,0.0,-60.0,26.666666666666657,-13.333333333333343,-2.6666666666666714
Kowloon Cricket Club 6B,-33.33333333333334,-33.33333333333334,0.0,0.0,33.33333333333334,-6.666666666666671
Hong Kong Football Club 6A,-66.66666666666667,-50.0,16.66666666666667,33.33333333333334,33.33333333333334,-6.666666666666671
X-Alpha 3,16.66666666666667,-25.0,-25.0,-16.666666666666657,0.0,-10.0
Uncles,-66.66666666666667,0.0,33.33333333333333,-33.33333333333333,0.0,-13.333333333333343
Ladies Recreation Club Div 6,33.33333333333333,-16.666666666666657,-80.0,40.0,-75.0,-19.666666666666664
