Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 5A,60.0,100.0,60.0,80.0,60.0,72.0,25
Physical Chess 1,20.0,60.0,80.0,60.0,80.0,60.0,25
Happy Squash 2,60.0,60.0,80.0,20.0,75.0,59.0,24
X-Alpha 2,100.0,60.0,40.0,40.0,40.0,56.0,25
Uncle,60.0,40.0,100.0,40.0,25.0,53.0,24
Hong Kong Racketlon Association 1,20.0,60.0,20.0,80.0,80.0,52.0,25
Squashathon,60.0,60.0,20.0,75.0,0.0,43.0,22
Hong Kong Football Club 5B,40.0,20.0,40.0,40.0,60.0,40.0,25
The Squash Club 1,80.0,40.0,40.0,40.0,0.0,40.0,24
i-Mask Advance Squash Club 1,0.0,0.0,20.0,25.0,50.0,19.0,23
