Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,3,3,0,17,14,1
Fusion Squash Club 1,3,3,0,14,11,4
X-Alpha 4,3,2,1,10,8,7
MERCURY,3,2,1,9,7,8
NEXUS 3,3,1,2,8,7,8
Happy Squash 3,3,1,2,7,6,9
Vitality Squash 2,3,0,3,5,5,10
LONGVIEW,3,0,3,2,2,13
