Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Ladies Recreation Club Div 14,3,3,0,15,12,3
Hong Kong Football Club 14B,3,2,1,13,11,4
Electrify Squash Div 14,3,2,1,11,9,6
8 Virtues + 1,3,2,1,8,6,9
Kowloon Cricket Club 14,3,1,2,8,7,8
North District Sports Association 3,3,1,2,7,6,9
Hong Kong Football Club 14A,3,1,2,6,5,10
X-Alpha 6,3,0,3,4,4,11
