Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,3,3,0,15,12,3
RELAY 2,3,2,1,12,10,5
Squashathon MeGa,3,2,1,10,8,7
Squash-On,3,2,1,8,6,9
TNG 3,3,1,2,7,6,9
Fusion Squash Club 3,3,1,2,7,6,9
Serve - Ivors,3,1,2,7,6,9
i-Mask Advance Squash Club 6,3,0,3,6,6,9
