Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Vitality Squash 1,3,3,0,12,9,6
Hong Kong Football Club 7A,2,2,0,9,7,3
The Best Group 1,3,1,2,8,7,8
X-Alpha 3,3,1,2,7,7,8
UST,3,1,2,7,6,9
Hong Kong Cricket Club 5,2,1,1,6,5,5
Kinetic 1,2,0,2,4,4,6
