Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 1A,66.66666666666666,100.0,100.0,88.88888888888887,9
Hong Kong Cricket Club 1,100.0,60.0,40.0,66.66666666666667,15
Hong Kong Football Club 1A,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,9
FWD,50.0,100.0,0.0,50.0,11
Hong Kong Football Club 1B,50.0,25.0,66.66666666666666,47.22222222222222,11
Kowloon Cricket Club 1B,25.0,25.0,50.0,33.333333333333336,12
