Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 4,16,16,0,90,74,6,0,6,0,0
RELAY 1,16,13,3,72,59,21,0,2,0,0
Thunder 2,17,12,5,64,52,33,0,1,0,0
Hong Kong Cricket Club D10,16,10,6,56,46,34,1,2,0,0
Kwai Tsing District Squash Club,16,8,8,52,44,36,0,1,0,0
Banbil,16,9,7,51,42,38,8,0,0,0
United Services Recreation Club 3,16,8,8,48,40,40,0,0,0,0
Mercury,16,4,12,28,24,56,0,0,0,0
i-Mask Advance Squash Club 4,17,3,14,28,25,60,3,0,0,0
Squashathon Advance,15,4,11,24,20,55,1,0,0,0
Bravo D10,15,1,14,14,14,61,1,2,0,0
