Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
North District Sport Association 1,20.0,80.0,90.0,88.88888888888889,66.66666666666666,69.11111111111111,48
WSC Noset,44.44444444444444,100.0,33.33333333333333,88.88888888888889,66.66666666666666,66.66666666666666,45
Tuen Mun Squash Club 2,80.0,70.0,80.0,0.0,50.0,56.0,50
Hong Kong Football Club 13,50.0,60.0,50.0,33.33333333333333,66.66666666666666,52.0,48
Island Squash Racket Club,44.44444444444444,44.44444444444444,55.55555555555556,44.44444444444444,44.44444444444444,46.66666666666667,45
Star River 2,50.0,0.0,50.0,70.0,55.55555555555556,45.11111111111111,49
Sea Bear,10.0,30.0,70.0,44.44444444444444,66.66666666666666,44.22222222222222,48
Kinetic 4,80.0,30.0,20.0,50.0,30.0,42.0,50
Centre Squash,50.0,50.0,30.0,44.44444444444444,28.57142857142857,40.6031746031746,46
Banbil,70.0,40.0,20.0,37.5,14.285714285714285,36.357142857142854,45
