Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Honey Badger 1,77.77777777777779,88.88888888888889,77.77777777777779,88.88888888888889,50.0,76.66666666666667,44
Physical Chess 2,88.88888888888889,100.0,77.77777777777779,55.55555555555556,55.55555555555556,75.55555555555556,45
PERRIER SERGIO TACCHINI KCC 7,33.33333333333333,33.33333333333333,88.88888888888889,77.77777777777779,77.77777777777779,62.222222222222214,45
Andy and Friends 2,77.77777777777779,77.77777777777779,66.66666666666666,11.11111111111111,44.44444444444444,55.55555555555556,45
KTSC,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666,55.55555555555556,53.33333333333333,45
HKU 2,77.77777777777779,44.44444444444444,33.33333333333333,44.44444444444444,37.5,47.5,44
Tuen Mun Squash Club 1,0.0,33.33333333333333,33.33333333333333,77.77777777777779,62.5,41.38888888888889,44
Castlers & Friends,33.33333333333333,33.33333333333333,44.44444444444444,55.55555555555556,33.33333333333333,40.0,45
Martinis,44.44444444444444,11.11111111111111,77.77777777777779,22.22222222222222,22.22222222222222,35.55555555555556,45
Hong Kong Football Club 11,33.33333333333333,33.33333333333333,22.22222222222222,22.22222222222222,50.0,32.22222222222222,44
TFST,20.0,50.0,0.0,30.0,60.0,32.0,50
