Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 18,83.33333333333334,100.0,83.33333333333334,100.0,66.66666666666666,86.66666666666667,30.0
Spark 4,33.33333333333333,77.77777777777779,66.66666666666666,87.5,100.0,73.05555555555556,41.0
Yuen Long JR 3,50.0,62.5,37.5,87.5,85.71428571428571,64.64285714285714,39.0
United Services Recreation Club 4,75.0,75.0,50.0,62.5,60.0,64.5,37.0
Skyers,100.0,37.5,75.0,50.0,50.0,62.5,38.0
HEAD SHATIN 6,75.0,71.42857142857143,100.0,33.33333333333333,0.0,55.95238095238095,32.0
i-Mask Advance Squash Club 12,44.44444444444444,55.55555555555556,55.55555555555556,37.5,42.857142857142854,47.182539682539684,42.0
HDSC,0.0,25.0,37.5,16.666666666666664,20.0,19.833333333333332,35.0
TNG 3,22.22222222222222,11.11111111111111,22.22222222222222,12.5,28.57142857142857,19.325396825396822,42.0
Smart Squash 4,50.0,40.0,0.0,0.0,0.0,18.0,19.0
Relay 2,28.57142857142857,0.0,16.666666666666664,20.0,0.0,13.047619047619047,27.0
