Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M1A,"Chiu Ho Fai, Ekanayake Yeshan (9)",Chiu Ho Fai (5),Salahuddin (66.7%)
Hong Kong Cricket Club M1B,Head Phil (10),Head Phil (6),"Genever Peter John, Kwong Anson Yu Shun, Head Phil (60.0%)"
Hong Kong Football Club M1A,Lau Dick Siu Wai (12),Lau Dick Siu Wai (8),Pun Teddy (100.0%)
Hong Kong Football Club M1B,Ward Andrew (13),Ward Andrew (11),Schaefer Rishad (100.0%)
Ladies Recreation Club M1,"Caves Christopher, Brantly Charles, * Leung Adco (9)",* Leung Adco (3),* Leung Adco (33.3%)
