Team,Most Games,Most Wins,Highest Win Percentage
Electrify Squash Div 15,Chou Kowk Wai (18),Chou Kowk Wai (18),"Chou Kowk Wai, Cheung Chak Hang, Chan Tsz Hin Benjamin (100.0%)"
Fusion Squash Club 3,Wang Alden (15),Lee Tin Yau (7),Lee Tin Yau (70.0%)
RELAY 2,Tse Sheung Wa (14),Chung Yui On Jake (13),Chung Yui On Jake (100.0%)
Serve - Ivors,Sra Jai Singh (10),"Finn Christopher, Sra Jai Singh (5)",Finn Christopher (100.0%)
Squash-On,Chan Lut Yin Marcus (19),Chan Lut Yin Marcus (16),Chan Lut Yin Marcus (84.2%)
Squashathon MeGa,"Fung Kwun Shing, Shi Tuofu, Chun Yuen Man (10)",Leung Cheuk Hin (8),Leung Cheuk Hin (88.9%)
TNG 3,"Chung King Lok Jacob, Cao Rui (11)",Chung King Lok Jacob (7),"Chan Lok Man, Cheung Vinus (66.7%)"
i-Mask Advance Squash Club 6,Chu Nathan Yian Zhe (14),"Chen Zihao Jayden, Au Pak Yin, Lam Tsz Wang (6)",Au Pak Yin (60.0%)
